x,y
-11.717917179171792,-137.3095830179294
-11.717517175171752,-137.300208750445
-11.717117171171711,-137.29083480296697
-11.716717167171671,-137.28146117549537
-11.716317163171631,-137.27208786803013
-11.71591715917159,-137.2627148805713
-11.71551715517155,-137.2533422131189
-11.715117151171512,-137.2439698656729
-11.714717147171472,-137.2345978382333
-11.714317143171431,-137.22522613080008
-11.713917139171391,-137.21585474337326
-11.713517135171351,-137.20648367595285
-11.71311713117131,-137.19711292853884
-11.71271712717127,-137.18774250113123
-11.712317123171232,-137.17837239373003
-11.711917119171192,-137.16900260633523
-11.711517115171151,-137.15963313894682
-11.711117111171111,-137.1502639915648
-11.710717107171071,-137.14089516418917
-11.71031710317103,-137.13152665681997
-11.70991709917099,-137.12215846945713
-11.709517095170952,-137.11279060210077
-11.709117091170912,-137.10342305475075
-11.708717087170871,-137.09405582740715
-11.708317083170831,-137.0846889200699
-11.707917079170791,-137.0753223327391
-11.70751707517075,-137.0659560654147
-11.70711707117071,-137.05659011809666
-11.706717067170672,-137.0472244907851
-11.706317063170632,-137.0378591834799
-11.705917059170591,-137.02849419618107
-11.705517055170551,-137.01912952888864
-11.705117051170511,-137.00976518160263
-11.70471704717047,-137.00040115432301
-11.70431704317043,-136.99103744704982
-11.703917039170392,-136.98167405978305
-11.703517035170352,-136.9723109925226
-11.703117031170311,-136.9629482452686
-11.702717027170271,-136.953585818021
-11.702317023170231,-136.94422371077977
-11.70191701917019,-136.93486192354496
-11.70151701517015,-136.92550045631654
-11.701117011170112,-136.91613930909458
-11.700717007170072,-136.90677848187897
-11.700317003170031,-136.89741797466974
-11.699916999169991,-136.88805778746692
-11.699516995169951,-136.87869792027053
-11.69911699116991,-136.8693383730805
-11.69871698716987,-136.8599791458969
-11.698316983169832,-136.85062023871973
-11.697916979169792,-136.8412616515489
-11.697516975169751,-136.8319033843845
-11.697116971169711,-136.82254543722647
-11.696716967169671,-136.81318781007485
-11.69631696316963,-136.80383050292966
-11.69591695916959,-136.79447351579083
-11.695516955169552,-136.78511684865848
-11.695116951169512,-136.77576050153246
-11.694716947169471,-136.76640447441284
-11.694316943169431,-136.75704876729964
-11.693916939169391,-136.74769338019283
-11.69351693516935,-136.7383383130924
-11.69311693116931,-136.7289835659984
-11.692716927169272,-136.71962913891082
-11.692316923169232,-136.7102750318296
-11.691916919169191,-136.7009212447548
-11.691516915169151,-136.69156777768637
-11.691116911169111,-136.68221463062437
-11.69071690716907,-136.67286180356876
-11.69031690316903,-136.66350929651955
-11.689916899168992,-136.65415710947678
-11.689516895168952,-136.64480524244036
-11.689116891168911,-136.63545369541035
-11.688716887168871,-136.62610246838673
-11.68831688316883,-136.61675156136954
-11.68791687916879,-136.6074009743587
-11.687516875168752,-136.59805070735436
-11.687116871168712,-136.58870076035635
-11.686716867168672,-136.57935113336472
-11.686316863168631,-136.57000182637952
-11.685916859168591,-136.56065283940072
-11.68551685516855,-136.5513041724283
-11.68511685116851,-136.54195582546228
-11.684716847168472,-136.5326077985027
-11.684316843168432,-136.5232600915495
-11.683916839168392,-136.5139127046027
-11.683516835168351,-136.5045656376623
-11.683116831168311,-136.49521889072827
-11.68271682716827,-136.48587246380066
-11.68231682316823,-136.47652635687945
-11.681916819168192,-136.46718056996468
-11.681516815168152,-136.45783510305628
-11.681116811168112,-136.44848995615428
-11.680716807168071,-136.43914512925866
-11.680316803168031,-136.42980062236944
-11.67991679916799,-136.42045643548664
-11.67951679516795,-136.41111256861024
-11.679116791167912,-136.40176902174028
-11.678716787167872,-136.39242579487666
-11.678316783167832,-136.38308288801946
-11.677916779167791,-136.37374030116865
-11.677516775167751,-136.36439803432424
-11.67711677116771,-136.35505608748622
-11.67671676716767,-136.34571446065462
-11.676316763167632,-136.33637315382944
-11.675916759167592,-136.32703216701063
-11.675516755167552,-136.31769150019824
-11.675116751167511,-136.30835115339224
-11.674716747167471,-136.2990111265926
-11.67431674316743,-136.28967141979942
-11.67391673916739,-136.2803320330126
-11.673516735167352,-136.27099296623223
-11.673116731167312,-136.26165421945822
-11.672716727167272,-136.2523157926906
-11.672316723167231,-136.24297768592942
-11.671916719167191,-136.23363989917462
-11.67151671516715,-136.22430243242619
-11.67111671116711,-136.2149652856842
-11.670716707167072,-136.20562845894864
-11.670316703167032,-136.1962919522194
-11.669916699166992,-136.1869557654966
-11.669516695166951,-136.1776198987802
-11.669116691166911,-136.1682843520702
-11.66871668716687,-136.1589491253666
-11.66831668316683,-136.1496142186694
-11.667916679166792,-136.14027963197861
-11.667516675166752,-136.13094536529422
-11.667116671166712,-136.1216114186162
-11.666716667166671,-136.1122777919446
-11.666316663166631,-136.1029444852794
-11.66591665916659,-136.0936114986206
-11.66551665516655,-136.0842788319682
-11.665116651166512,-136.07494648532222
-11.664716647166472,-136.0656144586826
-11.664316643166432,-136.0562827520494
-11.663916639166391,-136.04695136542261
-11.663516635166351,-136.0376202988022
-11.66311663116631,-136.0282895521882
-11.66271662716627,-136.01895912558058
-11.662316623166232,-136.00962901897944
-11.661916619166192,-136.00029923238463
-11.661516615166152,-135.99096976579622
-11.661116611166111,-135.9816406192142
-11.660716607166071,-135.9723117926386
-11.66031660316603,-135.9629832860694
-11.65991659916599,-135.9536550995066
-11.659516595165952,-135.94432723295023
-11.659116591165912,-135.93499968640023
-11.658716587165872,-135.92567245985663
-11.658316583165831,-135.91634555331942
-11.657916579165791,-135.90701896678863
-11.65751657516575,-135.89769270026423
-11.65711657116571,-135.88836675374623
-11.656716567165672,-135.87904112723464
-11.656316563165632,-135.86971582072945
-11.655916559165592,-135.86039083423066
-11.655516555165551,-135.85106616773825
-11.655116551165511,-135.84174182125224
-11.65471654716547,-135.83241779477262
-11.65431654316543,-135.82309408829943
-11.653916539165392,-135.81377070183268
-11.653516535165352,-135.80444763537227
-11.653116531165312,-135.79512488891825
-11.652716527165271,-135.78580246247066
-11.652316523165231,-135.77648035602945
-11.65191651916519,-135.76715856959464
-11.65151651516515,-135.75783710316625
-11.651116511165112,-135.74851595674428
-11.650716507165072,-135.73919513032868
-11.650316503165032,-135.7298746239195
-11.649916499164991,-135.72055443751668
-11.649516495164951,-135.7112345711203
-11.64911649116491,-135.70191502473028
-11.64871648716487,-135.69259579834667
-11.648316483164832,-135.6832768919695
-11.647916479164792,-135.67395830559872
-11.647516475164752,-135.6646400392343
-11.647116471164711,-135.6553220928763
-11.646716467164671,-135.64600446652472
-11.64631646316463,-135.63668716017952
-11.64591645916459,-135.62737017384072
-11.645516455164552,-135.61805350750836
-11.645116451164512,-135.60873716118235
-11.644716447164472,-135.59942113486275
-11.644316443164431,-135.59010542854955
-11.643916439164391,-135.58079004224274
-11.64351643516435,-135.57147497594235
-11.64311643116431,-135.56216022964836
-11.642716427164272,-135.55284580336078
-11.642316423164232,-135.5435316970796
-11.641916419164192,-135.53421791080478
-11.641516415164151,-135.5249044445364
-11.641116411164111,-135.5155912982744
-11.64071640716407,-135.50627847201878
-11.64031640316403,-135.4969659657696
-11.639916399163992,-135.48765377952682
-11.639516395163952,-135.47834191329042
-11.639116391163912,-135.46903036706044
-11.638716387163871,-135.45971914083682
-11.638316383163831,-135.45040823461963
-11.63791637916379,-135.44109764840883
-11.63751637516375,-135.43178738220445
-11.637116371163712,-135.4224774360065
-11.636716367163672,-135.4131678098149
-11.636316363163631,-135.4038585036297
-11.635916359163591,-135.39454951745088
-11.635516355163551,-135.3852408512785
-11.63511635116351,-135.3759325051125
-11.63471634716347,-135.3666244789529
-11.634316343163432,-135.35731677279972
-11.633916339163392,-135.34800938665293
-11.633516335163351,-135.33870232051254
-11.633116331163311,-135.32939557437854
-11.632716327163271,-135.32008914825093
-11.63231632316323,-135.31078304212974
-11.63191631916319,-135.30147725601495
-11.631516315163152,-135.29217178990658
-11.631116311163112,-135.2828666438046
-11.630716307163071,-135.27356181770898
-11.630316303163031,-135.2642573116198
-11.629916299162991,-135.254953125537
-11.62951629516295,-135.2456492594606
-11.62911629116291,-135.23634571339062
-11.628716287162872,-135.22704248732705
-11.628316283162832,-135.21773958126985
-11.627916279162791,-135.20843699521905
-11.627516275162751,-135.19913472917466
-11.627116271162711,-135.18983278313667
-11.62671626716267,-135.18053115710507
-11.62631626316263,-135.17122985107986
-11.625916259162592,-135.16192886506113
-11.625516255162552,-135.1526281990487
-11.625116251162511,-135.14332785304273
-11.624716247162471,-135.13402782704313
-11.624316243162431,-135.12472812104994
-11.62391623916239,-135.11542873506315
-11.62351623516235,-135.10612966908275
-11.623116231162312,-135.0968309231088
-11.622716227162272,-135.08753249714118
-11.622316223162231,-135.07823439118
-11.621916219162191,-135.0689366052252
-11.621516215162151,-135.0596391392768
-11.62111621116211,-135.0503419933348
-11.62071620716207,-135.0410451673992
-11.620316203162032,-135.03174866147006
-11.619916199161992,-135.02245247554725
-11.619516195161951,-135.01315660963087
-11.619116191161911,-135.00386106372088
-11.618716187161871,-134.99456583781728
-11.61831618316183,-134.9852709319201
-11.61791617916179,-134.97597634602928
-11.617516175161752,-134.96668208014495
-11.617116171161712,-134.95738813426695
-11.616716167161671,-134.94809450839534
-11.616316163161631,-134.93880120253016
-11.615916159161591,-134.92950821667137
-11.61551615516155,-134.92021555081897
-11.61511615116151,-134.910923204973
-11.614716147161472,-134.90163117913343
-11.614316143161432,-134.89233947330024
-11.613916139161391,-134.88304808747344
-11.613516135161351,-134.87375702165303
-11.613116131161311,-134.86446627583905
-11.61271612716127,-134.85517585003146
-11.61231612316123,-134.84588574423026
-11.611916119161192,-134.8365959584355
-11.611516115161152,-134.82730649264712
-11.611116111161111,-134.81801734686513
-11.610716107161071,-134.80872852108953
-11.610316103161031,-134.79944001532036
-11.60991609916099,-134.79015182955754
-11.60951609516095,-134.78086396380115
-11.609116091160912,-134.7715764180512
-11.608716087160872,-134.7622891923076
-11.608316083160831,-134.75300228657042
-11.607916079160791,-134.74371570083963
-11.607516075160751,-134.73442943511523
-11.60711607116071,-134.72514348939725
-11.60671606716067,-134.71585786368567
-11.606316063160632,-134.7065725579805
-11.605916059160592,-134.6972875722817
-11.605516055160551,-134.68800290658933
-11.605116051160511,-134.67871856090335
-11.604716047160471,-134.66943453522376
-11.60431604316043,-134.66015082955056
-11.60391603916039,-134.65086744388375
-11.603516035160352,-134.6415843782234
-11.603116031160312,-134.6323016325694
-11.602716027160271,-134.62301920692184
-11.602316023160231,-134.61373710128063
-11.60191601916019,-134.60445531564585
-11.60151601516015,-134.59517385001746
-11.60111601116011,-134.58589270439546
-11.600716007160072,-134.57661187877991
-11.600316003160032,-134.56733137317073
-11.599915999159991,-134.55805118756794
-11.599515995159951,-134.54877132197154
-11.59911599115991,-134.53949177638157
-11.59871598715987,-134.53021255079798
-11.59831598315983,-134.5209336452208
-11.597915979159792,-134.51165505965002
-11.597515975159752,-134.50237679408565
-11.597115971159711,-134.49309884852767
-11.596715967159671,-134.48382122297608
-11.59631596315963,-134.47454391743088
-11.59591595915959,-134.46526693189207
-11.59551595515955,-134.4559902663597
-11.595115951159512,-134.44671392083376
-11.594715947159472,-134.43743789531416
-11.594315943159431,-134.428162189801
-11.593915939159391,-134.41888680429417
-11.59351593515935,-134.40961173879379
-11.59311593115931,-134.40033699329982
-11.59271592715927,-134.3910625678122
-11.592315923159232,-134.3817884623311
-11.591915919159192,-134.3725146768563
-11.591515915159151,-134.3632412113879
-11.591115911159111,-134.3539680659259
-11.59071590715907,-134.34469524047032
-11.59031590315903,-134.33542273502113
-11.58991589915899,-134.32615054957836
-11.589515895158952,-134.316878684142
-11.589115891158912,-134.307607138712
-11.588715887158871,-134.29833591328844
-11.588315883158831,-134.28906500787124
-11.58791587915879,-134.27979442246044
-11.58751587515875,-134.27052415705606
-11.58711587115871,-134.26125421165807
-11.586715867158672,-134.25198458626653
-11.586315863158632,-134.24271528088136
-11.585915859158591,-134.23344629550255
-11.585515855158551,-134.22417763013019
-11.58511585115851,-134.2149092847642
-11.58471584715847,-134.2056412594046
-11.58431584315843,-134.1963735540514
-11.583915839158392,-134.18710616870467
-11.583515835158352,-134.17783910336428
-11.583115831158311,-134.1685723580303
-11.582715827158271,-134.15930593270272
-11.58231582315823,-134.15003982738153
-11.58191581915819,-134.14077404206674
-11.58151581515815,-134.13150857675836
-11.581115811158112,-134.1222434314564
-11.580715807158072,-134.11297860616082
-11.580315803158031,-134.10371410087163
-11.579915799157991,-134.09444991558885
-11.57951579515795,-134.08518605031247
-11.57911579115791,-134.07592250504248
-11.57871578715787,-134.0666592797789
-11.578315783157832,-134.05739637452174
-11.577915779157792,-134.04813378927096
-11.577515775157751,-134.03887152402658
-11.577115771157711,-134.0296095787886
-11.57671576715767,-134.020347953557
-11.57631576315763,-134.01108664833183
-11.57591575915759,-134.00182566311304
-11.575515755157552,-133.9925649979007
-11.575115751157512,-133.98330465269473
-11.574715747157471,-133.97404462749515
-11.574315743157431,-133.96478492230196
-11.57391573915739,-133.95552553711516
-11.57351573515735,-133.9462664719348
-11.57311573115731,-133.9370077267608
-11.572715727157272,-133.92774930159325
-11.572315723157232,-133.9184911964321
-11.571915719157191,-133.90923341127728
-11.571515715157151,-133.8999759461289
-11.57111571115711,-133.89071880098692
-11.57071570715707,-133.88146197585135
-11.57031570315703,-133.87220547072215
-11.569915699156992,-133.86294928559943
-11.569515695156952,-133.85369342048304
-11.569115691156911,-133.84443787537305
-11.568715687156871,-133.83518265026947
-11.56831568315683,-133.8259277451723
-11.56791567915679,-133.8166731600815
-11.56751567515675,-133.80741889499714
-11.567115671156712,-133.7981649499192
-11.566715667156672,-133.78891132484762
-11.566315663156631,-133.77965801978243
-11.565915659156591,-133.77040503472364
-11.56551565515655,-133.76115236967127
-11.56511565115651,-133.7519000246253
-11.56471564715647,-133.7426479995857
-11.564315643156432,-133.73339629455256
-11.563915639156392,-133.72414490952576
-11.563515635156351,-133.71489384450538
-11.563115631156311,-133.70564309949143
-11.56271562715627,-133.69639267448383
-11.56231562315623,-133.68714256948266
-11.56191561915619,-133.67789278448788
-11.561515615156152,-133.66864331949952
-11.561115611156112,-133.65939417451756
-11.560715607156071,-133.65014534954196
-11.560315603156031,-133.64089684457278
-11.55991559915599,-133.63164865961002
-11.55951559515595,-133.62240079465363
-11.55911559115591,-133.61315324970366
-11.558715587155872,-133.6039060247601
-11.558315583155832,-133.59465911982292
-11.557915579155791,-133.58541253489216
-11.557515575155751,-133.57616626996776
-11.55711557115571,-133.56692032504978
-11.55671556715567,-133.55767470013822
-11.55631556315563,-133.54842939523303
-11.555915559155592,-133.5391844103343
-11.555515555155552,-133.5299397454419
-11.555115551155511,-133.52069540055592
-11.554715547155471,-133.51145137567636
-11.55431554315543,-133.5022076708032
-11.55391553915539,-133.4929642859364
-11.553515535155352,-133.48372122107605
-11.553115531155312,-133.4744784762221
-11.552715527155272,-133.4652360513745
-11.552315523155231,-133.4559939465333
-11.551915519155191,-133.44675216169856
-11.55151551515515,-133.43751069687016
-11.55111551115511,-133.4282695520482
-11.550715507155072,-133.41902872723264
-11.550315503155032,-133.4097882224235
-11.549915499154991,-133.4005480376207
-11.549515495154951,-133.39130817282432
-11.549115491154911,-133.38206862803435
-11.54871548715487,-133.37282940325076
-11.54831548315483,-133.3635904984736
-11.547915479154792,-133.35435191370286
-11.547515475154752,-133.34511364893848
-11.547115471154711,-133.3358757041805
-11.546715467154671,-133.3266380794289
-11.546315463154631,-133.31740077468373
-11.54591545915459,-133.30816378994496
-11.54551545515455,-133.2989271252126
-11.545115451154512,-133.28969078048664
-11.544715447154472,-133.28045475576707
-11.544315443154431,-133.2712190510539
-11.543915439154391,-133.26198366634713
-11.543515435154351,-133.25274860164674
-11.54311543115431,-133.24351385695277
-11.54271542715427,-133.2342794322652
-11.542315423154232,-133.22504532758407
-11.541915419154192,-133.21581154290928
-11.541515415154151,-133.2065780782409
-11.541115411154111,-133.19734493357893
-11.540715407154071,-133.18811210892335
-11.54031540315403,-133.1788796042742
-11.53991539915399,-133.1696474196314
-11.539515395153952,-133.16041555499507
-11.539115391153912,-133.15118401036509
-11.538715387153871,-133.14195278574152
-11.538315383153831,-133.13272188112435
-11.537915379153791,-133.12349129651358
-11.53751537515375,-133.1142610319092
-11.53711537115371,-133.1050310873112
-11.536715367153672,-133.0958014627197
-11.536315363153632,-133.08657215813452
-11.535915359153591,-133.07734317355573
-11.535515355153551,-133.06811450898337
-11.535115351153511,-133.05888616441737
-11.53471534715347,-133.04965813985783
-11.53431534315343,-133.04043043530464
-11.533915339153392,-133.0312030507579
-11.533515335153352,-133.02197598621754
-11.533115331153311,-133.01274924168357
-11.532715327153271,-133.00352281715598
-11.532315323153231,-132.99429671263482
-11.53191531915319,-132.98507092812002
-11.53151531515315,-132.97584546361165
-11.531115311153112,-132.96662031910972
-11.530715307153072,-132.95739549461416
-11.530315303153031,-132.948170990125
-11.529915299152991,-132.93894680564222
-11.529515295152951,-132.92972294116583
-11.52911529115291,-132.92049939669587
-11.52871528715287,-132.91127617223228
-11.528315283152832,-132.90205326777516
-11.527915279152792,-132.89283068332438
-11.527515275152751,-132.88360841888002
-11.527115271152711,-132.87438647444205
-11.526715267152671,-132.86516485001047
-11.52631526315263,-132.8559435455853
-11.52591525915259,-132.84672256116653
-11.525515255152552,-132.8375018967542
-11.525115251152512,-132.82828155234822
-11.524715247152471,-132.81906152794866
-11.524315243152431,-132.80984182355547
-11.523915239152391,-132.8006224391687
-11.52351523515235,-132.79140337478833
-11.52311523115231,-132.78218463041438
-11.522715227152272,-132.77296620604685
-11.522315223152232,-132.76374810168565
-11.521915219152191,-132.7545303173309
-11.521515215152151,-132.74531285298252
-11.521115211152111,-132.73609570864056
-11.52071520715207,-132.72687888430497
-11.52031520315203,-132.71766237997582
-11.519915199151992,-132.70844619565307
-11.519515195151952,-132.6992303313367
-11.519115191151911,-132.69001478702674
-11.518715187151871,-132.68079956272317
-11.518315183151831,-132.67158465842599
-11.51791517915179,-132.66237007413523
-11.51751517515175,-132.65315580985086
-11.517115171151712,-132.6439418655729
-11.516715167151672,-132.63472824130136
-11.516315163151631,-132.6255149370362
-11.515915159151591,-132.6163019527774
-11.51551515515155,-132.60708928852506
-11.51511515115151,-132.59787694427908
-11.51471514715147,-132.58866492003952
-11.514315143151432,-132.57945321580638
-11.513915139151392,-132.5702418315796
-11.513515135151351,-132.56103076735923
-11.513115131151311,-132.55182002314527
-11.51271512715127,-132.5426095989377
-11.51231512315123,-132.53339949473653
-11.51191511915119,-132.52418971054178
-11.511515115151152,-132.51498024635345
-11.511115111151112,-132.50577110217148
-11.510715107151071,-132.4965622779959
-11.510315103151031,-132.48735377382673
-11.50991509915099,-132.47814558966397
-11.50951509515095,-132.4689377255076
-11.50911509115091,-132.45973018135763
-11.508715087150872,-132.4505229572141
-11.508315083150832,-132.44131605307695
-11.507915079150791,-132.43210946894615
-11.507515075150751,-132.4229032048218
-11.50711507115071,-132.41369726070383
-11.50671506715067,-132.40449163659227
-11.50631506315063,-132.3952863324871
-11.505915059150592,-132.38608134838836
-11.505515055150552,-132.376876684296
-11.505115051150511,-132.36767234021002
-11.504715047150471,-132.35846831613046
-11.50431504315043,-132.3492646120573
-11.50391503915039,-132.34006122799053
-11.50351503515035,-132.33085816393017
-11.503115031150312,-132.32165541987624
-11.502715027150272,-132.31245299582866
-11.502315023150231,-132.3032508917875
-11.501915019150191,-132.29404910775273
-11.50151501515015,-132.28484764372436
-11.50111501115011,-132.27564649970242
-11.50071500715007,-132.26644567568684
-11.500315003150032,-132.2572451716777
-11.499914999149992,-132.24804498767494
-11.499514995149951,-132.23884512367857
-11.499114991149911,-132.22964557968862
-11.49871498714987,-132.22044635570506
-11.49831498314983,-132.2112474517279
-11.49791497914979,-132.20204886775713
-11.497514975149752,-132.1928506037928
-11.497114971149712,-132.18365265983482
-11.496714967149671,-132.17445503588326
-11.496314963149631,-132.1652577319381
-11.49591495914959,-132.15606074799933
-11.49551495514955,-132.14686408406698
-11.49511495114951,-132.137667740141
-11.494714947149472,-132.1284717162215
-11.494314943149432,-132.11927601230832
-11.493914939149391,-132.11008062840156
-11.493514935149351,-132.1008855645012
-11.49311493114931,-132.09169082060723
-11.49271492714927,-132.08249639671968
-11.49231492314923,-132.0733022928385
-11.491914919149192,-132.06410850896378
-11.491514915149152,-132.0549150450954
-11.491114911149111,-132.04572190123343
-11.490714907149071,-132.03652907737788
-11.49031490314903,-132.02733657352871
-11.48991489914899,-132.01814438968597
-11.48951489514895,-132.0089525258496
-11.489114891148912,-131.99976098201967
-11.488714887148872,-131.9905697581961
-11.488314883148831,-131.98137885437896
-11.487914879148791,-131.97218827056818
-11.48751487514875,-131.96299800676383
-11.48711487114871,-131.95380806296586
-11.48671486714867,-131.9446184391743
-11.486314863148632,-131.93542913538917
-11.485914859148592,-131.92624015161041
-11.485514855148551,-131.91705148783805
-11.485114851148511,-131.90786314407208
-11.48471484714847,-131.89867512031253
-11.48431484314843,-131.88948741655935
-11.48391483914839,-131.88030003281258
-11.483514835148352,-131.87111296907227
-11.483114831148312,-131.86192622533832
-11.482714827148271,-131.85273980161077
-11.482314823148231,-131.8435536978896
-11.48191481914819,-131.83436791417483
-11.48151481514815,-131.82518245046646
-11.48111481114811,-131.8159973067645
-11.480714807148072,-131.806812483069
-11.480314803148032,-131.79762797937983
-11.479914799147991,-131.78844379569708
-11.479514795147951,-131.7792599320207
-11.47911479114791,-131.77007638835073
-11.47871478714787,-131.7608931646872
-11.47831478314783,-131.75171026103
-11.477914779147792,-131.74252767737931
-11.477514775147752,-131.73334541373495
-11.477114771147711,-131.72416347009698
-11.476714767147671,-131.71498184646543
-11.47631476314763,-131.70580054284025
-11.47591475914759,-131.6966195592215
-11.47551475514755,-131.68743889560915
-11.475114751147512,-131.67825855200323
-11.474714747147472,-131.66907852840367
-11.474314743147431,-131.6598988248105
-11.473914739147391,-131.65071944122374
-11.47351473514735,-131.6415403776434
-11.47311473114731,-131.6323616340694
-11.47271472714727,-131.62318321050185
-11.472314723147232,-131.61400510694074
-11.471914719147192,-131.604827323386
-11.471514715147151,-131.59564985983764
-11.471114711147111,-131.58647271629567
-11.47071470714707,-131.5772958927601
-11.47031470314703,-131.56811938923096
-11.46991469914699,-131.5589432057082
-11.469514695146952,-131.54976734219187
-11.469114691146912,-131.5405917986819
-11.468714687146871,-131.53141657517835
-11.468314683146831,-131.5222416716812
-11.46791467914679,-131.51306708819044
-11.46751467514675,-131.50389282470607
-11.46711467114671,-131.49471888122812
-11.466714667146672,-131.4855452577566
-11.466314663146632,-131.47637195429144
-11.465914659146591,-131.4671989708327
-11.465514655146551,-131.45802630738032
-11.46511465114651,-131.44885396393437
-11.46471464714647,-131.4396819404948
-11.46431464314643,-131.43051023706167
-11.463914639146392,-131.42133885363495
-11.463514635146351,-131.4121677902146
-11.463114631146311,-131.40299704680064
-11.462714627146271,-131.39382662339307
-11.46231462314623,-131.38465651999192
-11.46191461914619,-131.37548673659717
-11.46151461514615,-131.3663172732088
-11.461114611146112,-131.3571481298269
-11.460714607146071,-131.34797930645132
-11.460314603146031,-131.33881080308217
-11.459914599145991,-131.3296426197194
-11.45951459514595,-131.32047475636307
-11.45911459114591,-131.3113072130131
-11.45871458714587,-131.30213998966954
-11.458314583145832,-131.29297308633244
-11.457914579145791,-131.28380650300167
-11.457514575145751,-131.27464023967732
-11.457114571145711,-131.26547429635937
-11.45671456714567,-131.2563086730478
-11.45631456314563,-131.24714336974264
-11.45591455914559,-131.2379783864439
-11.455514555145552,-131.22881372315157
-11.455114551145511,-131.21964937986564
-11.454714547145471,-131.21048535658608
-11.454314543145431,-131.20132165331293
-11.45391453914539,-131.19215827004618
-11.45351453514535,-131.18299520678582
-11.45311453114531,-131.17383246353185
-11.452714527145272,-131.16467004028434
-11.452314523145231,-131.15550793704318
-11.451914519145191,-131.14634615380842
-11.451514515145151,-131.13718469058009
-11.45111451114511,-131.12802354735814
-11.45071450714507,-131.11886272414256
-11.45031450314503,-131.10970222093343
-11.449914499144992,-131.10054203773072
-11.449514495144951,-131.09138217453435
-11.449114491144911,-131.0822226313444
-11.448714487144871,-131.07306340816083
-11.44831448314483,-131.0639045049837
-11.44791447914479,-131.05474592181295
-11.44751447514475,-131.04558765864857
-11.447114471144712,-131.03642971549067
-11.446714467144671,-131.02727209233913
-11.446314463144631,-131.01811478919396
-11.445914459144591,-131.0089578060552
-11.44551445514455,-130.99980114292285
-11.44511445114451,-130.9906447997969
-11.44471444714447,-130.98148877667737
-11.444314443144432,-130.97233307356424
-11.443914439144391,-130.96317769045748
-11.443514435144351,-130.95402262735715
-11.443114431144311,-130.94486788426318
-11.44271442714427,-130.93571346117562
-11.44231442314423,-130.9265593580945
-11.44191441914419,-130.91740557501973
-11.441514415144152,-130.9082521119514
-11.441114411144111,-130.89909896888946
-11.440714407144071,-130.8899461458339
-11.440314403144031,-130.88079364278477
-11.43991439914399,-130.87164145974202
-11.43951439514395,-130.86248959670567
-11.43911439114391,-130.8533380536757
-11.438714387143872,-130.8441868306522
-11.438314383143831,-130.83503592763506
-11.437914379143791,-130.8258853446243
-11.437514375143751,-130.81673508161995
-11.43711437114371,-130.807585138622
-11.43671436714367,-130.79843551563044
-11.43631436314363,-130.7892862126453
-11.435914359143592,-130.7801372296666
-11.435514355143551,-130.77098856669423
-11.435114351143511,-130.76184022372829
-11.434714347143471,-130.75269220076873
-11.43431434314343,-130.74354449781558
-11.43391433914339,-130.73439711486884
-11.43351433514335,-130.7252500519285
-11.433114331143312,-130.71610330899458
-11.432714327143271,-130.70695688606702
-11.432314323143231,-130.69781078314588
-11.431914319143191,-130.68866500023114
-11.43151431514315,-130.6795195373228
-11.43111431114311,-130.67037439442083
-11.43071430714307,-130.66122957152527
-11.430314303143032,-130.65208506863618
-11.429914299142991,-130.64294088575343
-11.429514295142951,-130.63379702287708
-11.42911429114291,-130.6246534800071
-11.42871428714287,-130.61551025714357
-11.42831428314283,-130.60636735428642
-11.42791427914279,-130.59722477143566
-11.427514275142752,-130.58808250859136
-11.427114271142711,-130.5789405657534
-11.426714267142671,-130.56979894292186
-11.42631426314263,-130.56065764009674
-11.42591425914259,-130.55151665727797
-11.42551425514255,-130.54237599446563
-11.42511425114251,-130.53323565165968
-11.424714247142472,-130.52409562886018
-11.424314243142431,-130.51495592606702
-11.423914239142391,-130.50581654328028
-11.42351423514235,-130.49667748049993
-11.42311423114231,-130.48753873772597
-11.42271422714227,-130.47840031495844
-11.42231422314223,-130.4692622121973
-11.421914219142192,-130.46012442944257
-11.421514215142151,-130.45098696669424
-11.421114211142111,-130.44184982395228
-11.42071420714207,-130.43271300121674
-11.42031420314203,-130.4235764984876
-11.41991419914199,-130.41444031576484
-11.41951419514195,-130.4053044530485
-11.419114191141912,-130.3961689103386
-11.418714187141871,-130.38703368763504
-11.418314183141831,-130.3778987849379
-11.41791417914179,-130.36876420224715
-11.41751417514175,-130.3596299395628
-11.41711417114171,-130.35049599688486
-11.416714167141672,-130.34136237421336
-11.416314163141632,-130.3322290715482
-11.415914159141591,-130.32309608888946
-11.415514155141551,-130.3139634262371
-11.41511415114151,-130.30483108359118
-11.41471414714147,-130.29569906095162
-11.41431414314143,-130.28656735831848
-11.413914139141392,-130.2774359756918
-11.413514135141352,-130.26830491307143
-11.413114131141311,-130.2591741704575
-11.412714127141271,-130.25004374784996
-11.41231412314123,-130.2409136452488
-11.41191411914119,-130.23178386265405
-11.41151411514115,-130.22265440006572
-11.411114111141112,-130.2135252574838
-11.410714107141072,-130.20439643490826
-11.410314103141031,-130.1952679323391
-11.409914099140991,-130.18613974977637
-11.40951409514095,-130.17701188722003
-11.40911409114091,-130.16788434467009
-11.40871408714087,-130.15875712212653
-11.408314083140832,-130.14963021958943
-11.407914079140792,-130.14050363705869
-11.407514075140751,-130.13137737453434
-11.407114071140711,-130.1222514320164
